global_id,ifc_type,tag,name,material,volume_m3,bbox_volume_m3,density_kg_m3,weight_kg,weight_t,x_m,y_m,z_m
11Je14my97hBHYwYXU$Rh3,IfcWallStandardCase,3072194,Basiswand:RB_W_OB_400_WU:3072194,IfcMaterialLayerSetUsage,49.6706,50.1196,2400.0,119209.5,119.21,36.78,9.754,-3.755
11Je14my97hBHYwYXU$Rh4,IfcWallStandardCase,3072197,Basiswand:RB_W_OB_400_WU:3072197,IfcMaterialLayerSetUsage,94.7125,94.7125,2400.0,227310.0,227.31,60.035,-4.399,-3.46
11Je14my97hBHYwYXU$Rh4,IfcWallStandardCase,3072197,Basiswand:RB_W_OB_400_WU:3072197,IfcMaterialLayerSetUsage,94.7125,94.7125,2400.0,227310.0,227.31,60.035,-4.399,-3.46
11Je14my97hBHYwYXU$Rj1,IfcWallStandardCase,3072320,Basiswand:RB_W_OB_ATK_200:3072320,IfcMaterialLayerSetUsage,2.4338,2.4338,2400.0,5841.1,5.841,36.83,9.551,13.295
11Je14my97hBHYwYXU$Rj1,IfcWallStandardCase,3072320,Basiswand:RB_W_OB_ATK_200:3072320,IfcMaterialLayerSetUsage,2.4338,2.4338,2400.0,5841.1,5.841,36.83,9.551,13.295
11Je14my97hBHYwYXU$Rj0,IfcWallStandardCase,3072321,Basiswand:RB_W_OB_ATK_200:3072321,IfcMaterialLayerSetUsage,3.9904,3.9904,2400.0,9577.0,9.577,60.13,23.601,13.295
11Je14my97hBHYwYXU$Rj0,IfcWallStandardCase,3072321,Basiswand:RB_W_OB_ATK_200:3072321,IfcMaterialLayerSetUsage,3.9904,3.9904,2400.0,9577.0,9.577,60.13,23.601,13.295
11Je14my97hBHYwYXU$Rj3,IfcWallStandardCase,3072322,Basiswand:RB_W_OB_ATK_200:3072322,IfcMaterialLayerSetUsage,2.4166,2.4166,2400.0,5799.8,5.8,83.23,9.451,13.295
11Je14my97hBHYwYXU$Rj3,IfcWallStandardCase,3072322,Basiswand:RB_W_OB_ATK_200:3072322,IfcMaterialLayerSetUsage,2.4166,2.4166,2400.0,5799.8,5.8,83.23,9.451,13.295
11Je14my97hBHYwYXU$Rj2,IfcWallStandardCase,3072323,Basiswand:RB_W_OB_ATK_200:3072323,IfcMaterialLayerSetUsage,3.9732,3.9732,2400.0,9535.7,9.536,60.03,-4.499,13.295
11Je14my97hBHYwYXU$Rj2,IfcWallStandardCase,3072323,Basiswand:RB_W_OB_ATK_200:3072323,IfcMaterialLayerSetUsage,3.9732,3.9732,2400.0,9535.7,9.536,60.03,-4.499,13.295
11Je14my97hBHYwYXU$RkK,IfcWallStandardCase,3072405,Basiswand:RB_W_OB_ATK_200:3072405,IfcMaterialLayerSetUsage,0.659,0.659,2400.0,1581.7,1.582,85.16,10.501,8.63
11Je14my97hBHYwYXU$RkK,IfcWallStandardCase,3072405,Basiswand:RB_W_OB_ATK_200:3072405,IfcMaterialLayerSetUsage,0.659,0.659,2400.0,1581.7,1.582,85.16,10.501,8.63
11Je14my97hBHYwYXU$RkN,IfcWallStandardCase,3072406,Basiswand:RB_W_OB_ATK_200:3072406,IfcMaterialLayerSetUsage,1.917,1.917,2400.0,4600.8,4.601,87.091,5.276,8.63
11Je14my97hBHYwYXU$RkN,IfcWallStandardCase,3072406,Basiswand:RB_W_OB_ATK_200:3072406,IfcMaterialLayerSetUsage,1.917,1.917,2400.0,4600.8,4.601,87.091,5.276,8.63
11Je14my97hBHYwYXU$RkM,IfcWallStandardCase,3072407,Basiswand:RB_W_OB_ATK_200:3072407,IfcMaterialLayerSetUsage,0.659,0.659,2400.0,1581.7,1.582,85.16,0.051,8.63
11Je14my97hBHYwYXU$RkM,IfcWallStandardCase,3072407,Basiswand:RB_W_OB_ATK_200:3072407,IfcMaterialLayerSetUsage,0.659,0.659,2400.0,1581.7,1.582,85.16,0.051,8.63
11Je14my97hBHYwYXU$Rl5,IfcWallStandardCase,3072452,Basiswand:RB_W_OB_DV_300:3072452,IfcMaterialLayerSetUsage,0.2521,0.2521,2400.0,604.9,0.605,98.964,-4.559,-8.64
11Je14my97hBHYwYXU$Rl5,IfcWallStandardCase,3072452,Basiswand:RB_W_OB_DV_300:3072452,IfcMaterialLayerSetUsage,0.2521,0.2521,2400.0,604.9,0.605,98.964,-4.559,-8.64
11Je14my97hBHYwYXU$Rl4,IfcWallStandardCase,3072453,Basiswand:RB_W_OB_DV_300:3072453,IfcMaterialLayerSetUsage,0.1981,0.1981,2400.0,475.3,0.475,99.664,-5.109,-8.64
11Je14my97hBHYwYXU$Rl4,IfcWallStandardCase,3072453,Basiswand:RB_W_OB_DV_300:3072453,IfcMaterialLayerSetUsage,0.1981,0.1981,2400.0,475.3,0.475,99.664,-5.109,-8.64
11Je14my97hBHYwYXU$Rl7,IfcWallStandardCase,3072454,Basiswand:RB_W_OB_DV_300:3072454,IfcMaterialLayerSetUsage,0.1981,0.1981,2400.0,475.3,0.475,100.064,-4.409,-8.64
11Je14my97hBHYwYXU$Rl7,IfcWallStandardCase,3072454,Basiswand:RB_W_OB_DV_300:3072454,IfcMaterialLayerSetUsage,0.1981,0.1981,2400.0,475.3,0.475,100.064,-4.409,-8.64
11Je14my97hBHYwYXU$Rl6,IfcWallStandardCase,3072455,Basiswand:RB_W_OB_DV_300:3072455,IfcMaterialLayerSetUsage,0.1441,0.1441,2400.0,345.7,0.346,99.514,-4.009,-8.64
11Je14my97hBHYwYXU$Rl6,IfcWallStandardCase,3072455,Basiswand:RB_W_OB_DV_300:3072455,IfcMaterialLayerSetUsage,0.1441,0.1441,2400.0,345.7,0.346,99.514,-4.009,-8.64
11Je14my97hBHYwYXU$RiM,IfcWallStandardCase,3072279,Basiswand:RB_W_OB_DV_400_WU:3072279,IfcMaterialLayerSetUsage,3.1985,3.1985,2400.0,7676.4,7.676,83.14,3.978,-7.095
11Je14my97hBHYwYXU$RiM,IfcWallStandardCase,3072279,Basiswand:RB_W_OB_DV_400_WU:3072279,IfcMaterialLayerSetUsage,3.1985,3.1985,2400.0,7676.4,7.676,83.14,3.978,-7.095
1ARDazObD6dh1ZoLyvjaMV,IfcWallStandardCase,3082211,Basiswand:STB 200:3082211,IfcMaterialLayerSetUsage,68.3658,429.6661,2400.0,164078.0,164.078,91.093,-14.209,-1.1
1ARDazObD6dh1ZoLyvjaMV,IfcWallStandardCase,3082211,Basiswand:STB 200:3082211,IfcMaterialLayerSetUsage,68.3658,429.6661,2400.0,164078.0,164.078,91.093,-14.209,-1.1
